image,ADI,BACK,LYM,STR,DEB,MUC,TUM,MUS,NORM
MUS-TSKGGVPI,0,0,0,0,0,0,0,1,0
STR-HFWEQRRW,0,0,0,1,0,0,0,0,0
TUM-DAEGYEKQ,0,0,0,0,0,0,1,0,0
DEB-FVYEVHWV,0,0,0,0,1,0,0,0,0
MUC-PEPEDFQW,0,0,0,0,0,1,0,0,0
NORM-FCLTPHAR,0,0,0,0,0,0,0,0,1
LYM-WMILQTRI,0,0,1,0,0,0,0,0,0
MUS-FHSYRAIM,0,0,0,0,0,0,0,1,0
TUM-NYKCMYDR,0,0,0,0,0,0,1,0,0
BACK-LIVYCNDV,0,1,0,0,0,0,0,0,0
ADI-KFWAHDYT,1,0,0,0,0,0,0,0,0
STR-MEKEVVEI,0,0,0,1,0,0,0,0,0
DEB-KPIFTLMK,0,0,0,0,1,0,0,0,0
MUC-NGHYWTPD,0,0,0,0,0,1,0,0,0
NORM-QRHLCFQL,0,0,0,0,0,0,0,0,1
TUM-QVSNDTCS,0,0,0,0,0,0,1,0,0
MUS-MFDVSQQC,0,0,0,0,0,0,0,1,0
LYM-PATDDMCQ,0,0,1,0,0,0,0,0,0
BACK-ISLATPAY,0,1,0,0,0,0,0,0,0
ADI-CYLAVWMR,1,0,0,0,0,0,0,0,0
STR-PEGSMPQQ,0,0,0,1,0,0,0,0,0
DEB-IDWRTQID,0,0,0,0,1,0,0,0,0
TUM-IGEKVAVG,0,0,0,0,0,0,1,0,0
MUS-GMDPVKPR,0,0,0,0,0,0,0,1,0
LYM-SQESEFTC,0,0,1,0,0,0,0,0,0
MUC-EFFGQARY,0,0,0,0,0,1,0,0,0
NORM-MLKIWWCF,0,0,0,0,0,0,0,0,1
BACK-IPWKNCFC,0,1,0,0,0,0,0,0,0
ADI-LAMCFLDT,1,0,0,0,0,0,0,0,0
TUM-KEQFTEVE,0,0,0,0,0,0,1,0,0
DEB-TMCRGVFL,0,0,0,0,1,0,0,0,0
MUS-HIWGDGKI,0,0,0,0,0,0,0,1,0
STR-IHQLMHIP,0,0,0,1,0,0,0,0,0
LYM-ITCYAFSM,0,0,1,0,0,0,0,0,0
TUM-VACSFASE,0,0,0,0,0,0,1,0,0
BACK-CLGSEHEP,0,1,0,0,0,0,0,0,0
ADI-LATPMVFL,1,0,0,0,0,0,0,0,0
MUS-FEQVGNCL,0,0,0,0,0,0,0,1,0
DEB-MRCECRKH,0,0,0,0,1,0,0,0,0
MUC-MWAMWMVN,0,0,0,0,0,1,0,0,0
NORM-NMQMTFFL,0,0,0,0,0,0,0,0,1
STR-RCNSQWVS,0,0,0,1,0,0,0,0,0
LYM-MGTIGQLD,0,0,1,0,0,0,0,0,0
TUM-HVTPGYLQ,0,0,0,0,0,0,1,0,0
MUS-TNCDGICI,0,0,0,0,0,0,0,1,0
BACK-HVFFNRCY,0,1,0,0,0,0,0,0,0
DEB-GDKSLCMK,0,0,0,0,1,0,0,0,0
ADI-SEMIQTKR,1,0,0,0,0,0,0,0,0
STR-FWTPYTQI,0,0,0,1,0,0,0,0,0
MUC-MQQACGGS,0,0,0,0,0,1,0,0,0
NORM-EPDSWGVY,0,0,0,0,0,0,0,0,1
TUM-YPRIHNTW,0,0,0,0,0,0,1,0,0
LYM-IEVNNNMY,0,0,1,0,0,0,0,0,0
MUS-QSCRCKPR,0,0,0,0,0,0,0,1,0
DEB-IGEQQYEH,0,0,0,0,1,0,0,0,0
BACK-NCMNRMFT,0,1,0,0,0,0,0,0,0
ADI-NDNEVCQQ,1,0,0,0,0,0,0,0,0
TUM-ISFVAWCN,0,0,0,0,0,0,1,0,0
STR-HNQHDRFC,0,0,0,1,0,0,0,0,0
LYM-LLCYEHHT,0,0,1,0,0,0,0,0,0
MUS-LRPYHCFH,0,0,0,0,0,0,0,1,0
MUC-ECKVGSSR,0,0,0,0,0,1,0,0,0
NORM-PLWRGEPP,0,0,0,0,0,0,0,0,1
DEB-EKTTFYQS,0,0,0,0,1,0,0,0,0
TUM-PIRFFALT,0,0,0,0,0,0,1,0,0
BACK-FLMVLFFA,0,1,0,0,0,0,0,0,0
ADI-QCLEQRWN,1,0,0,0,0,0,0,0,0
MUS-RVIYTVWN,0,0,0,0,0,0,0,1,0
LYM-ICCYTVFF,0,0,1,0,0,0,0,0,0
STR-GAECYTLW,0,0,0,1,0,0,0,0,0
TUM-WWLCGCIV,0,0,0,0,0,0,1,0,0
MUC-YWYARYTF,0,0,0,0,0,1,0,0,0
NORM-YYRFREYG,0,0,0,0,0,0,0,0,1
DEB-EVIRRGTP,0,0,0,0,1,0,0,0,0
MUS-HSFTWHSQ,0,0,0,0,0,0,0,1,0
BACK-MCDENIGR,0,1,0,0,0,0,0,0,0
ADI-NVLGCGGY,1,0,0,0,0,0,0,0,0
LYM-WVLWEAVQ,0,0,1,0,0,0,0,0,0
TUM-FCTDMYYR,0,0,0,0,0,0,1,0,0
STR-EPSIAMCA,0,0,0,1,0,0,0,0,0
DEB-MPCRFRIG,0,0,0,0,1,0,0,0,0
MUS-PFAGFNYV,0,0,0,0,0,0,0,1,0
MUC-GCCPLMAH,0,0,0,0,0,1,0,0,0
NORM-MEGEKHWG,0,0,0,0,0,0,0,0,1
BACK-DCQEEWLY,0,1,0,0,0,0,0,0,0
ADI-PFSSVSWG,1,0,0,0,0,0,0,0,0
TUM-MRRDPSCQ,0,0,0,0,0,0,1,0,0
LYM-NCRHIKIC,0,0,1,0,0,0,0,0,0
STR-HKYRLDEH,0,0,0,1,0,0,0,0,0
MUS-ACLQRFRR,0,0,0,0,0,0,0,1,0
DEB-SAYCGCSR,0,0,0,0,1,0,0,0,0
TUM-RMEKLAVK,0,0,0,0,0,0,1,0,0
LYM-IYQPGEGG,0,0,1,0,0,0,0,0,0
BACK-FPSYTGFW,0,1,0,0,0,0,0,0,0
ADI-QPCKNVTI,1,0,0,0,0,0,0,0,0
MUC-IVLQHGVE,0,0,0,0,0,1,0,0,0
NORM-RRSDKSMF,0,0,0,0,0,0,0,0,1
MUS-ENAFWWPA,0,0,0,0,0,0,0,1,0
STR-QAHPWPVN,0,0,0,1,0,0,0,0,0
TUM-DVFGINVY,0,0,0,0,0,0,1,0,0
DEB-MDERIYYF,0,0,0,0,1,0,0,0,0
LYM-WVPIIECF,0,0,1,0,0,0,0,0,0
BACK-LLRFFFVA,0,1,0,0,0,0,0,0,0
MUS-TIDSIGGL,0,0,0,0,0,0,0,1,0
ADI-ENSWDFLW,1,0,0,0,0,0,0,0,0
TUM-RHIMCTAS,0,0,0,0,0,0,1,0,0
MUC-AMGQGKNE,0,0,0,0,0,1,0,0,0
STR-EWDVCSRA,0,0,0,1,0,0,0,0,0
NORM-TTGMNGLP,0,0,0,0,0,0,0,0,1
DEB-PTSDMSEK,0,0,0,0,1,0,0,0,0
LYM-EDFGTPIG,0,0,1,0,0,0,0,0,0
MUS-RTMDNTGT,0,0,0,0,0,0,0,1,0
TUM-FIAHWWMP,0,0,0,0,0,0,1,0,0
BACK-DYRKCGPP,0,1,0,0,0,0,0,0,0
ADI-AFNTHGIS,1,0,0,0,0,0,0,0,0
STR-PKKALCNG,0,0,0,1,0,0,0,0,0
DEB-YMLIPRCE,0,0,0,0,1,0,0,0,0
MUC-WKYDLLWR,0,0,0,0,0,1,0,0,0
NORM-RYLCCNWV,0,0,0,0,0,0,0,0,1
MUS-TNQYGNVT,0,0,0,0,0,0,0,1,0
LYM-KVANFAFF,0,0,1,0,0,0,0,0,0
TUM-SYIVHAEV,0,0,0,0,0,0,1,0,0
BACK-FIKAQQMP,0,1,0,0,0,0,0,0,0
ADI-QFMSWAMD,1,0,0,0,0,0,0,0,0
DEB-WYPICFAW,0,0,0,0,1,0,0,0,0
MUS-EVRDADFY,0,0,0,0,0,0,0,1,0
STR-WFGFAQFW,0,0,0,1,0,0,0,0,0
TUM-MIFPESPW,0,0,0,0,0,0,1,0,0
LYM-EYCPMSPI,0,0,1,0,0,0,0,0,0
MUC-WWHFLLWW,0,0,0,0,0,1,0,0,0
NORM-WFMAGLWS,0,0,0,0,0,0,0,0,1
BACK-CPCYVNAH,0,1,0,0,0,0,0,0,0
ADI-FVWWDQIQ,1,0,0,0,0,0,0,0,0
MUS-FKLCNGWH,0,0,0,0,0,0,0,1,0
DEB-WMIMWIRM,0,0,0,0,1,0,0,0,0
TUM-DYALNDAS,0,0,0,0,0,0,1,0,0
STR-WYNTASIH,0,0,0,1,0,0,0,0,0
LYM-WVVIQIEI,0,0,1,0,0,0,0,0,0
MUC-YGNPKGTD,0,0,0,0,0,1,0,0,0
NORM-MYFGFMRE,0,0,0,0,0,0,0,0,1
MUS-GQWNGDER,0,0,0,0,0,0,0,1,0
TUM-FRHVVDVR,0,0,0,0,0,0,1,0,0
BACK-IMPENPHF,0,1,0,0,0,0,0,0,0
ADI-KILAKMID,1,0,0,0,0,0,0,0,0
DEB-GHHFDGHQ,0,0,0,0,1,0,0,0,0
STR-PFHKCHQI,0,0,0,1,0,0,0,0,0
LYM-HRMDDEHT,0,0,1,0,0,0,0,0,0
TUM-MATVQVMV,0,0,0,0,0,0,1,0,0
MUS-ISDFGPIL,0,0,0,0,0,0,0,1,0
DEB-CDMLPLCK,0,0,0,0,1,0,0,0,0
BACK-IFANWWSM,0,1,0,0,0,0,0,0,0
ADI-EPGWLNMN,1,0,0,0,0,0,0,0,0
MUC-SGIPHFVW,0,0,0,0,0,1,0,0,0
NORM-RKKDLVEG,0,0,0,0,0,0,0,0,1
LYM-NVYNIAYC,0,0,1,0,0,0,0,0,0
TUM-ICTDKYSN,0,0,0,0,0,0,1,0,0
STR-SMAYAFEI,0,0,0,1,0,0,0,0,0
MUS-DYTWAFEL,0,0,0,0,0,0,0,1,0
DEB-RFTFCSHL,0,0,0,0,1,0,0,0,0
BACK-FKIKGHVQ,0,1,0,0,0,0,0,0,0
ADI-LGPENWKT,1,0,0,0,0,0,0,0,0
TUM-AHTPHQQI,0,0,0,0,0,0,1,0,0
LYM-EQKFMGID,0,0,1,0,0,0,0,0,0
MUS-PHHLPGFV,0,0,0,0,0,0,0,1,0
MUC-PTQVQSHR,0,0,0,0,0,1,0,0,0
NORM-ENDPLPNQ,0,0,0,0,0,0,0,0,1
STR-RRNGKARK,0,0,0,1,0,0,0,0,0
DEB-WHLVWRMG,0,0,0,0,1,0,0,0,0
TUM-KKWHCCPK,0,0,0,0,0,0,1,0,0
MUS-HCCFKENR,0,0,0,0,0,0,0,1,0
BACK-AECHQANK,0,1,0,0,0,0,0,0,0
ADI-NSCHLQNV,1,0,0,0,0,0,0,0,0
LYM-DVPKLHFY,0,0,1,0,0,0,0,0,0
STR-KTWAQCQR,0,0,0,1,0,0,0,0,0
MUC-GVHMITRN,0,0,0,0,0,1,0,0,0
NORM-IKSPEDQT,0,0,0,0,0,0,0,0,1
TUM-NQAKFETI,0,0,0,0,0,0,1,0,0
DEB-ANKVMLMQ,0,0,0,0,1,0,0,0,0
MUS-NNCQSPMD,0,0,0,0,0,0,0,1,0
LYM-PDWGTCIY,0,0,1,0,0,0,0,0,0
BACK-EKRWEFYM,0,1,0,0,0,0,0,0,0
ADI-EWNVCRKY,1,0,0,0,0,0,0,0,0
TUM-IDPCRGGV,0,0,0,0,0,0,1,0,0
STR-DEQTSKVS,0,0,0,1,0,0,0,0,0
MUS-LWINDFIP,0,0,0,0,0,0,0,1,0
DEB-FMWNVQIK,0,0,0,0,1,0,0,0,0
MUC-TPFKNLWQ,0,0,0,0,0,1,0,0,0
NORM-VHPDIYFC,0,0,0,0,0,0,0,0,1
LYM-CQCQLGYV,0,0,1,0,0,0,0,0,0
BACK-NYHPDHGS,0,1,0,0,0,0,0,0,0
TUM-PEENFWMM,0,0,0,0,0,0,1,0,0
ADI-HSFFLRFE,1,0,0,0,0,0,0,0,0
MUS-DANHHRIK,0,0,0,0,0,0,0,1,0
STR-IDSPLAFV,0,0,0,1,0,0,0,0,0
DEB-YPDNDYFH,0,0,0,0,1,0,0,0,0
LYM-TSCMDLEP,0,0,1,0,0,0,0,0,0
TUM-HMCQNCVI,0,0,0,0,0,0,1,0,0
MUC-SWRSFYYY,0,0,0,0,0,1,0,0,0
NORM-IKDFMSKG,0,0,0,0,0,0,0,0,1
BACK-DPRLEMWY,0,1,0,0,0,0,0,0,0
ADI-EDLCAQWQ,1,0,0,0,0,0,0,0,0
MUS-FATLCLLH,0,0,0,0,0,0,0,1,0
STR-WREMRGLE,0,0,0,1,0,0,0,0,0
DEB-NPPHPHFE,0,0,0,0,1,0,0,0,0
TUM-DEQVKCPR,0,0,0,0,0,0,1,0,0
LYM-MTCQGVPP,0,0,1,0,0,0,0,0,0
MUS-SDIDTKNS,0,0,0,0,0,0,0,1,0
BACK-MRHTNPGL,0,1,0,0,0,0,0,0,0
ADI-KTEAFCWW,1,0,0,0,0,0,0,0,0
MUC-YRSYWWNK,0,0,0,0,0,1,0,0,0
NORM-EKTPNIQE,0,0,0,0,0,0,0,0,1
TUM-VTMWPMGF,0,0,0,0,0,0,1,0,0
DEB-GVDGKTFL,0,0,0,0,1,0,0,0,0
STR-WIFTFSDF,0,0,0,1,0,0,0,0,0
LYM-HKTYDGHI,0,0,1,0,0,0,0,0,0
MUS-CWIARHRW,0,0,0,0,0,0,0,1,0
TUM-TLLIVRWA,0,0,0,0,0,0,1,0,0
BACK-LCVYYDYF,0,1,0,0,0,0,0,0,0
ADI-MIKREWAQ,1,0,0,0,0,0,0,0,0
DEB-PTKDDPWI,0,0,0,0,1,0,0,0,0
MUC-HQEKTTKF,0,0,0,0,0,1,0,0,0
NORM-HSGGTQQK,0,0,0,0,0,0,0,0,1
MUS-PRAIRHQH,0,0,0,0,0,0,0,1,0
STR-IYRNDTME,0,0,0,1,0,0,0,0,0
LYM-EGPFPSMM,0,0,1,0,0,0,0,0,0
TUM-FRNHFVTR,0,0,0,0,0,0,1,0,0
BACK-MKFTNCLE,0,1,0,0,0,0,0,0,0
ADI-HGDQDCMA,1,0,0,0,0,0,0,0,0
MUS-KIFESYPY,0,0,0,0,0,0,0,1,0
DEB-REKWNCSG,0,0,0,0,1,0,0,0,0
LYM-CSLSDRQD,0,0,1,0,0,0,0,0,0
STR-DGRRVEKS,0,0,0,1,0,0,0,0,0
TUM-TSEQWPKY,0,0,0,0,0,0,1,0,0
MUC-DGKAFVCP,0,0,0,0,0,1,0,0,0
NORM-NTIFQVVC,0,0,0,0,0,0,0,0,1
MUS-ETHSWMIY,0,0,0,0,0,0,0,1,0
BACK-MNFGMHFP,0,1,0,0,0,0,0,0,0
ADI-LKKHTDNL,1,0,0,0,0,0,0,0,0
DEB-SKHRLWHW,0,0,0,0,1,0,0,0,0
TUM-MYADCKDQ,0,0,0,0,0,0,1,0,0
LYM-AGHGSIAW,0,0,1,0,0,0,0,0,0
STR-CNWTAQSA,0,0,0,1,0,0,0,0,0
MUC-IHGSPQDC,0,0,0,0,0,1,0,0,0
MUS-AWTQEAGV,0,0,0,0,0,0,0,1,0
NORM-DMVLLLVS,0,0,0,0,0,0,0,0,1
TUM-ACYTICWN,0,0,0,0,0,0,1,0,0
DEB-AIWPDATK,0,0,0,0,1,0,0,0,0
BACK-LFRQSEQA,0,1,0,0,0,0,0,0,0
ADI-LKDNHIGT,1,0,0,0,0,0,0,0,0
LYM-NETKIYKN,0,0,1,0,0,0,0,0,0
STR-WDCSSATY,0,0,0,1,0,0,0,0,0
MUS-LMVKAEIY,0,0,0,0,0,0,0,1,0
TUM-EDLDYILV,0,0,0,0,0,0,1,0,0
MUC-GVFWTENY,0,0,0,0,0,1,0,0,0
NORM-SYWPYQFG,0,0,0,0,0,0,0,0,1
DEB-LSFLEPTR,0,0,0,0,1,0,0,0,0
BACK-DSQCWERI,0,1,0,0,0,0,0,0,0
ADI-RDFLLYMP,1,0,0,0,0,0,0,0,0
LYM-FMIKMDIW,0,0,1,0,0,0,0,0,0
MUS-IEKWEMGE,0,0,0,0,0,0,0,1,0
TUM-HNSEMPYN,0,0,0,0,0,0,1,0,0
STR-DIEWTFDH,0,0,0,1,0,0,0,0,0
DEB-WKETHYSC,0,0,0,0,1,0,0,0,0
LYM-QDWMDADA,0,0,1,0,0,0,0,0,0
BACK-HDDTEQGQ,0,1,0,0,0,0,0,0,0
MUS-CCWFNKLW,0,0,0,0,0,0,0,1,0
ADI-HWNVDAGQ,1,0,0,0,0,0,0,0,0
TUM-CSCKWRMH,0,0,0,0,0,0,1,0,0
MUC-AKRTHPYR,0,0,0,0,0,1,0,0,0
NORM-LHCCDRLA,0,0,0,0,0,0,0,0,1
STR-TWWKLWYG,0,0,0,1,0,0,0,0,0
DEB-HDLQQMET,0,0,0,0,1,0,0,0,0
MUS-AIHCGQLR,0,0,0,0,0,0,0,1,0
TUM-CDQDDGAE,0,0,0,0,0,0,1,0,0
LYM-WIMPIWVY,0,0,1,0,0,0,0,0,0
BACK-IGCKSARA,0,1,0,0,0,0,0,0,0
ADI-FNFMASVH,1,0,0,0,0,0,0,0,0
MUC-GFEVAFTR,0,0,0,0,0,1,0,0,0
NORM-NLMKLWCG,0,0,0,0,0,0,0,0,1
STR-CRVHWKCC,0,0,0,1,0,0,0,0,0
TUM-MKMETAEP,0,0,0,0,0,0,1,0,0
MUS-IYQSRSVV,0,0,0,0,0,0,0,1,0
DEB-HCWRITTW,0,0,0,0,1,0,0,0,0
LYM-SPENKSNY,0,0,1,0,0,0,0,0,0
BACK-AMWKRVSH,0,1,0,0,0,0,0,0,0
ADI-GGDGKGMD,1,0,0,0,0,0,0,0,0
TUM-HPPAHHAQ,0,0,0,0,0,0,1,0,0
MUS-CMWFMSIQ,0,0,0,0,0,0,0,1,0
STR-TSHLLDRI,0,0,0,1,0,0,0,0,0
MUC-GQCNMRCF,0,0,0,0,0,1,0,0,0
NORM-NISQKKRK,0,0,0,0,0,0,0,0,1
DEB-QIIKTPVH,0,0,0,0,1,0,0,0,0
LYM-PVFDNWWH,0,0,1,0,0,0,0,0,0
BACK-MAGGHFAF,0,1,0,0,0,0,0,0,0
TUM-DLFVGTTI,0,0,0,0,0,0,1,0,0
ADI-HRLGEASV,1,0,0,0,0,0,0,0,0
MUS-TSVLQHTK,0,0,0,0,0,0,0,1,0
STR-YYRTIHPT,0,0,0,1,0,0,0,0,0
DEB-SFALIWSC,0,0,0,0,1,0,0,0,0
LYM-GYQHGWFV,0,0,1,0,0,0,0,0,0
MUC-KAEPHVDE,0,0,0,0,0,1,0,0,0
NORM-YMKHFHIL,0,0,0,0,0,0,0,0,1
TUM-KIVQAAMN,0,0,0,0,0,0,1,0,0
MUS-PQTQCVAM,0,0,0,0,0,0,0,1,0
BACK-FMNRDHLC,0,1,0,0,0,0,0,0,0
ADI-GISCDCVL,1,0,0,0,0,0,0,0,0
DEB-WLATIIVE,0,0,0,0,1,0,0,0,0
LYM-GGDKRKDM,0,0,1,0,0,0,0,0,0
TUM-TYAKEHEA,0,0,0,0,0,0,1,0,0
STR-KNNDFLAL,0,0,0,1,0,0,0,0,0
MUS-AFQHITPF,0,0,0,0,0,0,0,1,0
MUC-MRIKGWSV,0,0,0,0,0,1,0,0,0
NORM-KQDIADES,0,0,0,0,0,0,0,0,1
BACK-CPKWGKDE,0,1,0,0,0,0,0,0,0
ADI-RFYQDACC,1,0,0,0,0,0,0,0,0
TUM-FNLTQTFY,0,0,0,0,0,0,1,0,0
DEB-MRWFSEPL,0,0,0,0,1,0,0,0,0
LYM-AYMITTNG,0,0,1,0,0,0,0,0,0
MUS-GPALFDVC,0,0,0,0,0,0,0,1,0
STR-HMNTFWGN,0,0,0,1,0,0,0,0,0
TUM-MRKNHMGP,0,0,0,0,0,0,1,0,0
BACK-HEPDRSEP,0,1,0,0,0,0,0,0,0
ADI-QTCIAMWP,1,0,0,0,0,0,0,0,0
MUC-AVGGQCMG,0,0,0,0,0,1,0,0,0
NORM-SMASPERP,0,0,0,0,0,0,0,0,1
MUS-THACGDMK,0,0,0,0,0,0,0,1,0
DEB-QYDCQPPR,0,0,0,0,1,0,0,0,0
LYM-IMYWRRAI,0,0,1,0,0,0,0,0,0
STR-DEEGEAQW,0,0,0,1,0,0,0,0,0
TUM-YWVASKHF,0,0,0,0,0,0,1,0,0
MUS-ANDWGNCL,0,0,0,0,0,0,0,1,0
BACK-FEGNRIDH,0,1,0,0,0,0,0,0,0
ADI-PVFRTTHT,1,0,0,0,0,0,0,0,0
DEB-LYSWGAKV,0,0,0,0,1,0,0,0,0
LYM-TYCWRPTN,0,0,1,0,0,0,0,0,0
MUC-LAYSTSWD,0,0,0,0,0,1,0,0,0
NORM-ACIAWVQA,0,0,0,0,0,0,0,0,1
TUM-SLPVHLKI,0,0,0,0,0,0,1,0,0
STR-DIACHHSW,0,0,0,1,0,0,0,0,0
MUS-IYNVQQTG,0,0,0,0,0,0,0,1,0
BACK-EYLGKNSW,0,1,0,0,0,0,0,0,0
ADI-HRYTHVFY,1,0,0,0,0,0,0,0,0
DEB-EHHVKKEV,0,0,0,0,1,0,0,0,0
LYM-IVCKMTSY,0,0,1,0,0,0,0,0,0
TUM-WSWIFLVT,0,0,0,0,0,0,1,0,0
MUC-THCCCVSR,0,0,0,0,0,1,0,0,0
MUS-IVPLFNAG,0,0,0,0,0,0,0,1,0
STR-FGPLEDTY,0,0,0,1,0,0,0,0,0
NORM-DTIWSQRV,0,0,0,0,0,0,0,0,1
TUM-KYRTHYLF,0,0,0,0,0,0,1,0,0
LYM-KKADHRRL,0,0,1,0,0,0,0,0,0
DEB-IWGCGGDS,0,0,0,0,1,0,0,0,0
BACK-KMAEVMKE,0,1,0,0,0,0,0,0,0
ADI-IEMWWTSL,1,0,0,0,0,0,0,0,0
MUS-HRCMFPRP,0,0,0,0,0,0,0,1,0
STR-RGMCNMEM,0,0,0,1,0,0,0,0,0
TUM-RKRMREMH,0,0,0,0,0,0,1,0,0
MUC-YRANCKRG,0,0,0,0,0,1,0,0,0
NORM-PVEEKFTY,0,0,0,0,0,0,0,0,1
LYM-LHQWPFPL,0,0,1,0,0,0,0,0,0
DEB-SFNPRTHH,0,0,0,0,1,0,0,0,0
BACK-NMKDERSV,0,1,0,0,0,0,0,0,0
ADI-QILCSDFT,1,0,0,0,0,0,0,0,0
MUS-GTPVGITT,0,0,0,0,0,0,0,1,0
TUM-VWIKSCKM,0,0,0,0,0,0,1,0,0
STR-PAQMKASR,0,0,0,1,0,0,0,0,0
LYM-NQHFKPEA,0,0,1,0,0,0,0,0,0
DEB-NWCEFFLP,0,0,0,0,1,0,0,0,0
MUS-GFPSLYKV,0,0,0,0,0,0,0,1,0
MUC-ICIQEGAW,0,0,0,0,0,1,0,0,0
NORM-LSKKYPPK,0,0,0,0,0,0,0,0,1
BACK-MQCDLYSL,0,1,0,0,0,0,0,0,0
ADI-HKYQHLNV,1,0,0,0,0,0,0,0,0
TUM-KHLEIIGS,0,0,0,0,0,0,1,0,0
STR-DVGPRFTM,0,0,0,1,0,0,0,0,0
MUS-ACMRKIAQ,0,0,0,0,0,0,0,1,0
LYM-MIMYNFVQ,0,0,1,0,0,0,0,0,0
DEB-FNDDCCQA,0,0,0,0,1,0,0,0,0
TUM-PQNKSSDE,0,0,0,0,0,0,1,0,0
BACK-DKPQGQGD,0,1,0,0,0,0,0,0,0
ADI-KMWRPWAS,1,0,0,0,0,0,0,0,0
MUC-PEGQHPNW,0,0,0,0,0,1,0,0,0
NORM-FDNLMMEQ,0,0,0,0,0,0,0,0,1
MUS-CPLQMGEA,0,0,0,0,0,0,0,1,0
STR-IANCKALL,0,0,0,1,0,0,0,0,0
TUM-SFWPWQSI,0,0,0,0,0,0,1,0,0
LYM-AHPMPLVF,0,0,1,0,0,0,0,0,0
DEB-YRFHGAIY,0,0,0,0,1,0,0,0,0
BACK-DWRDTRLC,0,1,0,0,0,0,0,0,0
ADI-FLSGPQPV,1,0,0,0,0,0,0,0,0
MUS-QPGNLHVK,0,0,0,0,0,0,0,1,0
TUM-WYLAIMYF,0,0,0,0,0,0,1,0,0
MUC-EFGAVEYC,0,0,0,0,0,1,0,0,0
NORM-SKTCIMVG,0,0,0,0,0,0,0,0,1
LYM-WMLRMWPK,0,0,1,0,0,0,0,0,0
DEB-VVGRATRG,0,0,0,0,1,0,0,0,0
STR-NATCRRLI,0,0,0,1,0,0,0,0,0
MUS-QPAFHHCP,0,0,0,0,0,0,0,1,0
BACK-CFLVDFVQ,0,1,0,0,0,0,0,0,0
TUM-KLNPEHFT,0,0,0,0,0,0,1,0,0
ADI-LDSKWTFM,1,0,0,0,0,0,0,0,0
LYM-AQRPAWEN,0,0,1,0,0,0,0,0,0
DEB-LGKRATTD,0,0,0,0,1,0,0,0,0
MUC-EGTIWVLG,0,0,0,0,0,1,0,0,0
NORM-DIFQFPWR,0,0,0,0,0,0,0,0,1
STR-GERPMGVI,0,0,0,1,0,0,0,0,0
MUS-APAGTSDF,0,0,0,0,0,0,0,1,0
TUM-WWCHPFHG,0,0,0,0,0,0,1,0,0
BACK-ACFLRHNF,0,1,0,0,0,0,0,0,0
ADI-MIMAIENI,1,0,0,0,0,0,0,0,0
LYM-DFVKNMEW,0,0,1,0,0,0,0,0,0
DEB-SVNRAHII,0,0,0,0,1,0,0,0,0
MUS-FQNQKTIL,0,0,0,0,0,0,0,1,0
TUM-RAHERYDG,0,0,0,0,0,0,1,0,0
STR-DRITRQQS,0,0,0,1,0,0,0,0,0
MUC-VVNCLPMN,0,0,0,0,0,1,0,0,0
NORM-AWMESASF,0,0,0,0,0,0,0,0,1
BACK-CGCGQVEH,0,1,0,0,0,0,0,0,0
ADI-EEHHWELN,1,0,0,0,0,0,0,0,0
LYM-DHWRLKIN,0,0,1,0,0,0,0,0,0
TUM-WWEAVIDK,0,0,0,0,0,0,1,0,0
MUS-PMPKCSNS,0,0,0,0,0,0,0,1,0
DEB-YWAANSSG,0,0,0,0,1,0,0,0,0
STR-DDWQDWRY,0,0,0,1,0,0,0,0,0
MUC-LCNIQPQP,0,0,0,0,0,1,0,0,0
NORM-TQPVDFGN,0,0,0,0,0,0,0,0,1
TUM-RHTIPCEI,0,0,0,0,0,0,1,0,0
BACK-EMGKLLCE,0,1,0,0,0,0,0,0,0
MUS-DFQVKTMF,0,0,0,0,0,0,0,1,0
ADI-IKLLATTR,1,0,0,0,0,0,0,0,0
LYM-FVDITRPE,0,0,1,0,0,0,0,0,0
DEB-PCFFIRRG,0,0,0,0,1,0,0,0,0
STR-EPGAHGHP,0,0,0,1,0,0,0,0,0
TUM-KIRQHNLY,0,0,0,0,0,0,1,0,0
MUS-FPKQRCIG,0,0,0,0,0,0,0,1,0
LYM-NNDMHCVR,0,0,1,0,0,0,0,0,0
BACK-IGGAACMF,0,1,0,0,0,0,0,0,0
ADI-SKAPCNIG,1,0,0,0,0,0,0,0,0
DEB-LEDRAKWL,0,0,0,0,1,0,0,0,0
MUC-VPFILDTS,0,0,0,0,0,1,0,0,0
NORM-WDQHKPDV,0,0,0,0,0,0,0,0,1
TUM-TGHAFWTN,0,0,0,0,0,0,1,0,0
MUS-HDLLPLAP,0,0,0,0,0,0,0,1,0
STR-NESRLYEW,0,0,0,1,0,0,0,0,0
LYM-HCSRNCFM,0,0,1,0,0,0,0,0,0
BACK-DHTIVCQM,0,1,0,0,0,0,0,0,0
DEB-EALSESAC,0,0,0,0,1,0,0,0,0
ADI-KGVHLEVK,1,0,0,0,0,0,0,0,0
TUM-VSHFIEQM,0,0,0,0,0,0,1,0,0
MUC-RMDDHAHG,0,0,0,0,0,1,0,0,0
MUS-IFFNNTCF,0,0,0,0,0,0,0,1,0
NORM-CAHQMCND,0,0,0,0,0,0,0,0,1
STR-TFWNFDLY,0,0,0,1,0,0,0,0,0
LYM-FGHNMCRS,0,0,1,0,0,0,0,0,0
